index,stem,label,label_str,pred_orig,prob_orig,pred_adv,prob_adv,correct_orig,correct_adv,pred_preserved,cos_sim,top10_overlap,delta_linf,pesq,stoi,visqol,peaq,zimtohrli,ok,_file,model,attack,experiment,_folder,cdpam,cos_to_target,cos_orig_adv,top10_overlap_orig,top10_overlap_target,delta_l0_frac,target_mode,sparsity_ratio,fad_dist,kd,pred_preserved_calc,score_shift,abs_score_shift,margin_orig,margin_adv,margin_drop,margin_safety,near_boundary_adv_005,near_boundary_adv_010,near_boundary_adv_custom,cos_sim_norm,top10_overlap_norm,cos_change,top10_change,attribution_change,attr_changed_cos,attr_changed_top10,attr_changed_either,attr_changed_both,pesq_norm,stoi_norm,visqol_norm,peaq_norm,zimtohrli_norm,quality_score,aasr_cos_only,aasr_top10_only,aasr_either,aasr_strict,attribution_attack_success,quality_pass,aasr_quality,afs_simple,afs_quality,afs_stable,accuracy_drop_sample
0,fake_05418_udio_0,1,fake,1,0.999277,1,0.581762,1,1,1,0.242935,0.051342,0.01,3.5838,0.985829,4.06789,-3.831314,2.983393,True,sample_0000_fake_05418_udio_0.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.4175149999999999,0.4175149999999999,0.4992769999999999,0.081762,0.4175149999999999,0.163524,0,1,1,0.242935,0.051342,0.757065,0.948658,0.8528614999999999,1,1,1,1,0.7382285714285715,0.985829,0.7669725000000001,0.0421715,0.5966786,0.6259760342857141,1,1,1,1,1,1,1,0.8528614999999999,0.5338708595649655,0.0873006984395014,0
0,fake_25170_suno_0,1,fake,1,0.999927,1,0.78177,1,1,1,0.034436,0.007791,0.01,4.374336,0.998432,4.976331,-0.403339,4.939245,True,sample_0000_fake_25170_suno_0.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.218157,0.218157,0.499927,0.2817699999999999,0.218157,0.5635399999999999,0,0,0,0.034436,0.007791,0.965564,0.992209,0.9788865,1,1,1,1,0.9640959999999998,0.998432,0.99408275,0.89916525,0.987849,0.9687249999999998,1,1,1,1,1,1,1,0.9788865,0.9482718247124998,0.5343891040984821,0
0,fake_29238_suno_1,1,fake,1,0.999841,1,0.997003,1,1,1,0.036178,0.025995,0.01,4.076977,0.972504,4.650939,-1.401859,4.247784,True,sample_0000_fake_29238_suno_1.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.002838,0.002838,0.499841,0.497003,0.002838,0.994006,0,0,0,0.036178,0.025995,0.963822,0.974005,0.9689135,1,1,1,1,0.8791362857142858,0.972504,0.91273475,0.64953525,0.8495568,0.8526934171428572,1,1,1,1,1,1,1,0.9689135,0.8261861632308457,0.82123400336844,0
0,fake_31014_suno_0,1,fake,1,0.999941,1,0.983152,1,1,1,0.007731,0.018418,0.01,4.461052,0.999208,4.975924,-0.429953,4.951132,True,sample_0000_fake_31014_suno_0.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.0167889999999999,0.0167889999999999,0.4999409999999999,0.483152,0.0167889999999999,0.966304,0,0,0,0.007731,0.018418,0.992269,0.981582,0.9869255,1,1,1,1,0.988872,0.999208,0.993981,0.89251175,0.9902264,0.97295983,1,1,1,1,1,1,1,0.9869255,0.9602388667026648,0.927882657850252,0
0,fake_35261_suno_1,1,fake,1,0.999849,1,0.995197,1,1,1,0.04425,0.011832,0.01,3.9124,0.996568,4.728535,-1.208868,4.391342,True,sample_0000_fake_35261_suno_1.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.0046519999999999,0.0046519999999999,0.499849,0.495197,0.0046519999999999,0.990394,0,0,0,0.04425,0.011832,0.95575,0.988168,0.971959,1,1,1,1,0.8321142857142857,0.996568,0.93213375,0.697783,0.8782684,0.8673734871428571,1,1,1,1,1,1,1,0.971959,0.8430514671898842,0.8349531147960582,0
0,fake_46574_suno_1,1,fake,1,0.999943,1,0.999077,1,1,1,0.110202,0.012591,0.01,4.353907,0.997537,4.90625,-0.820655,4.766504,True,sample_0000_fake_46574_suno_1.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.000866,0.000866,0.499943,0.499077,0.000866,0.998154,0,0,0,0.110202,0.012591,0.889798,0.987409,0.9386035,1,1,1,1,0.958259142857143,0.997537,0.9765625,0.79483625,0.9533008,0.9360991385714286,1,1,1,1,1,1,1,0.9386035,0.8786259278101278,0.8770039843473904,0
0,fake_50637_suno_0,1,fake,1,0.999949,1,0.580124,1,1,1,0.040938,0.012234,0.01,3.458103,0.939533,4.376525,-2.047854,3.874705,True,sample_0000_fake_50637_suno_0.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.419825,0.419825,0.499949,0.0801239999999999,0.419825,0.1602479999999999,0,1,1,0.040938,0.012234,0.959062,0.987766,0.973414,1,1,1,1,0.7023151428571428,0.939533,0.84413125,0.4880365,0.774941,0.7497913785714285,1,1,1,1,1,1,1,0.973414,0.7298574249807285,0.1169581926383117,0
0,real_06994,0,real,0,3.3e-05,0,3.3e-05,1,1,1,0.22855,0.069322,0.01,4.643888,1.0,5.0,0.0,5.0,True,sample_0000_real_06994.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,0.0,0.0,0.499967,0.499967,0.0,0.999934,0,0,0,0.22855,0.069322,0.77145,0.930678,0.851064,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0.851064,0.851064,0.851007829776,0
0,real_19284,0,real,0,0.00014,0,0.000757,1,1,1,0.225589,0.330732,0.01,3.782875,0.966164,4.093919,-3.980483,4.16975,True,sample_0000_real_19284.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,0.0006169999999999,0.0006169999999999,0.49986,0.499243,0.000617,0.998486,0,0,0,0.225589,0.330732,0.774411,0.669268,0.7218395,1,0,1,0,0.7951071428571429,0.966164,0.7734797499999999,0.00487925,0.83395,0.6747160285714285,1,0,1,0,0,1,0,0.7218395,0.4870366807059856,0.4862993071713968,0
1,fake_09896_suno_1,1,fake,1,0.999922,1,0.998645,1,1,1,0.051413,0.014024,0.01,4.473842,0.999377,4.99266,-0.254995,4.92994,True,sample_0001_fake_09896_suno_1.json,AST,Attack_1,AST | Attack_1,C:\Users\domin\Downloads\data-100-samples-ast,,,,,,,,,,,1,-0.0012769999999999,0.0012769999999999,0.499922,0.498645,0.0012769999999999,0.99729,0,0,0,0.051413,0.014024,0.948587,0.985976,0.9672815,1,1,1,1,0.9925262857142858,0.999377,0.998165,0.93625125,0.985988,0.9824615071428572,1,1,1,1,1,1,1,0.9672815,0.9503168403214034,0.9477414816841324,0
